author	epoche	genre	title	textPath	label	n_sent	n_tok	n_tok_no_punct	n_adja	n_nn	n_acc	n_dat
Huber, Therese	not defined	Roman	Ellen Percy	droro_e1/Huber_Therese_Ellen_Percy.txt	Romantik_E1	4172	105190	88636	4751	16702	1495	3401
Huber, Therese	not defined	Roman	Luise	droro_e1/Huber_Therese_Luise.txt	Romantik_E1	1882	45911	39350	1726	7490	688	1534
Jacobi, Friedrich Heinrich	not defined	Roman	Aus Eduard Allwills Papieren	droro_e2/Jacobi_Friedrich_Heinrich_Aus_Eduard_Allwills_Papieren.txt	Romantik_E2	1597	30013	24855	1341	4404	317	763
Jacobi, Friedrich Heinrich	not defined	Roman	Woldemar	droro_e2/Jacobi_Friedrich_Heinrich_Woldemar.txt	Romantik_E2	2230	35700	29067	1171	4492	460	972
Jean Paul	not defined	Roman	Der Komet	droro_e1/Paul_Jean_Komet.txt	Romantik_E1	5807	169279	144804	9391	28572	2104	5372
Jean Paul	Romantik	Roman	Romane und Erzählungen/Blumen-, Frucht- und Dornenstücke	Literatur-Jean-Paul/tg160.txt	Romantik_Kern	7716	208073	177230	11748	35201	2898	6090
Jean Paul	Romantik	Roman	Romane und Erzählungen/Des Feldpredigers Schmelzle Reise nach Flätz	Literatur-Jean-Paul/tg472.txt	Romantik_E1	976	26024	21964	1286	4217	351	768
Jean Paul	Romantik	Roman	Romane und Erzählungen/Des Luftschiffers Giannozzo Seebuch	Literatur-Jean-Paul/tg387.txt	Romantik_E1	1310	31393	26672	1697	5533	406	934
Jean Paul	Romantik	Roman	Romane und Erzählungen/Die unsichtbare Loge	Literatur-Jean-Paul/tg4.txt	Romantik_E1	6511	174365	149340	9683	29702	2377	5378
Jean Paul	Romantik	Erzählung	Romane und Erzählungen/Die wunderbare Gesellschaft in der Neujahrsnacht	Literatur-Jean-Paul/tg402.txt	not defined	199	5931	5080	374	1052	61	190
Jean Paul	Romantik	Roman	Romane und Erzählungen/Dr. Katzenbergers Badereise	Literatur-Jean-Paul/tg483.txt	Romantik_E1	3876	98272	83326	5227	16370	1334	2912
Jean Paul	Romantik	Roman	Romane und Erzählungen/Flegeljahre	Literatur-Jean-Paul/tg403.txt	Romantik_Kern	8054	188303	157286	9514	31512	2575	5356
Jean Paul	Romantik	Roman	Romane und Erzählungen/Hesperus oder 45 Hundsposttage	Literatur-Jean-Paul/tg68.txt	Romantik_Kern	10463	290291	246676	16075	50172	4175	8615
Jean Paul	Romantik	Roman	Romane und Erzählungen/Leben des Quintus Fixlein	Literatur-Jean-Paul/tg132.txt	Romantik_E1	3001	89976	77176	4998	16074	1275	2765
Jean Paul	Romantik	Roman	Romane und Erzählungen/Titan	Literatur-Jean-Paul/tg199.txt	Romantik_E1	13148	314158	263977	18385	51713	4412	9700
Jean Paul	not defined	Roman	Selina oder über die Unsterblichkeit der Seele	droro_e1/Paul_Jean_Selina.txt	Romantik_E1	1695	47026	40787	3031	8990	585	1371
Jensen, Wilhelm	Realismus	prose	Erzählung/Gradiva	Literatur-Jensen,-Wilhelm/tg4.txt	not defined	1000	28765	25043	1662	4396	438	1184
Keller, Gottfried	Realismus	prose	Erzählungen/Das Sinngedicht	Literatur-Keller,-Gottfried/tg830.txt	not defined	3823	100467	87935	5386	15482	1416	3662
Keller, Gottfried	Realismus	prose	Erzählungen/Die Leute von Seldwyla/Erster Band/Die drei gerechten Kammacher	Literatur-Keller,-Gottfried/tg805.txt	not defined	558	16988	14827	895	2471	216	524
Keller, Gottfried	Realismus	prose	Erzählungen/Die Leute von Seldwyla/Erster Band/Frau Regel Amrain und ihr Jüngster	Literatur-Keller,-Gottfried/tg804.txt	not defined	577	18260	16041	1000	2646	250	557
Keller, Gottfried	Realismus	prose	Erzählungen/Die Leute von Seldwyla/Erster Band/Pankraz, der Schmoller	Literatur-Keller,-Gottfried/tg802.txt	not defined	559	19881	17600	1211	2768	272	602
Keller, Gottfried	Realismus	prose	Erzählungen/Die Leute von Seldwyla/Erster Band/Romeo und Julia auf dem Dorfe	Literatur-Keller,-Gottfried/tg803.txt	not defined	1192	30144	25617	1459	4123	381	858
Keller, Gottfried	Realismus	prose	Erzählungen/Die Leute von Seldwyla/Erster Band/Spiegel, das Kätzchen. Ein Märchen	Literatur-Keller,-Gottfried/tg806.txt	not defined	594	15272	13125	730	2128	163	458
Keller, Gottfried	Realismus	prose	Erzählungen/Die Leute von Seldwyla/Zweiter Band/Das verlorne Lachen	Literatur-Keller,-Gottfried/tg812.txt	not defined	1100	32813	28923	2007	5392	427	1135
Keller, Gottfried	Realismus	prose	Erzählungen/Die Leute von Seldwyla/Zweiter Band/Der Schmied seines Glückes	Literatur-Keller,-Gottfried/tg809.txt	not defined	450	10705	9301	596	1703	149	355
Keller, Gottfried	Realismus	prose	Erzählungen/Die Leute von Seldwyla/Zweiter Band/Die mißbrauchten Liebesbriefe	Literatur-Keller,-Gottfried/tg810.txt	not defined	1213	27712	23802	1363	4171	408	889
Keller, Gottfried	Realismus	prose	Erzählungen/Die Leute von Seldwyla/Zweiter Band/Dietegen	Literatur-Keller,-Gottfried/tg811.txt	not defined	799	22194	19482	1195	3673	328	889
Keller, Gottfried	Realismus	prose	Erzählungen/Die Leute von Seldwyla/Zweiter Band/Kleider machen Leute	Literatur-Keller,-Gottfried/tg808.txt	not defined	660	16547	14266	880	2654	243	604
Keller, Gottfried	Realismus	prose	Erzählungen/Züricher Novellen/Erster Band/Der Landvogt von Greifensee	Literatur-Keller,-Gottfried/tg821.txt	not defined	1321	35149	30563	2172	5849	467	1306
Keller, Gottfried	Realismus	prose	Erzählungen/Züricher Novellen/Erster Band/Der Narr auf Manegg	Literatur-Keller,-Gottfried/tg820.txt	not defined	284	8082	7090	469	1392	100	333
Keller, Gottfried	Realismus	prose	Erzählungen/Züricher Novellen/Erster Band/Hadlaub	Literatur-Keller,-Gottfried/tg819.txt	not defined	1034	28940	25265	1579	4798	397	1108
Keller, Gottfried	Realismus	prose	Erzählungen/Züricher Novellen/Zweiter Band/Das Fähnlein der sieben Aufrechten	Literatur-Keller,-Gottfried/tg823.txt	not defined	1200	25580	21687	1055	3814	319	723
Keller, Gottfried	Realismus	prose	Erzählungen/Züricher Novellen/Zweiter Band/Ursula	Literatur-Keller,-Gottfried/tg824.txt	not defined	960	24594	21276	1367	3917	319	921
Keller, Gottfried	Realismus	prose	Romane/Der grüne Heinrich [Erste Fassung]	Literatur-Keller,-Gottfried/tg658.txt	not defined	9755	304734	267292	20103	48091	4275	10052
Keller, Gottfried	Realismus	prose	Romane/Der grüne Heinrich [Zweite Fassung]	Literatur-Keller,-Gottfried/tg702.txt	not defined	10461	286996	250518	17334	45353	4014	10052
Keller, Gottfried	Realismus	prose	Romane/Martin Salander	Literatur-Keller,-Gottfried/tg777.txt	not defined	5316	111799	94589	5174	16724	1347	3480
Kerner, Justinus	Romantik	Erzählung	Erzählung/Die Heimatlosen	Literatur-Kerner,-Justinus/tg516.txt	not defined	554	11077	9532	617	2068	160	546
Kerner, Justinus	not defined	Roman	Reiseschatten	droro_e1/Kerner_Justinus_Reiseschatten.txt	Romantik_E1	3055	48179	40049	2148	8483	723	1682
Kleist, Heinrich von	Romantik	Erzählung	Erzählprosa/[Anekdoten und Kurzgeschichten]/Anekdote aus dem letzten preußischen Kriege	Literatur-Kleist,-Heinrich-von/tg380.txt	not defined	60	972	699	10	131	11	17
Kleist, Heinrich von	Romantik	Erzählung	Erzählprosa/[Anekdoten und Kurzgeschichten]/Der Neuere (glücklichere) Werther	Literatur-Kleist,-Heinrich-von/tg400.txt	not defined	20	644	515	14	97	10	24
Kleist, Heinrich von	Romantik	Erzählung	Erzählprosa/[Anekdoten und Kurzgeschichten]/Geistererscheinung	Literatur-Kleist,-Heinrich-von/tg409.txt	not defined	68	1768	1523	66	271	23	62
Kleist, Heinrich von	Romantik	Erzählung	Erzählprosa/[Anekdoten und Kurzgeschichten]/Geschichte eines merkwürdigen Zweikampfs	Literatur-Kleist,-Heinrich-von/tg408.txt	not defined	47	1007	861	14	178	23	47
Kleist, Heinrich von	Romantik	Erzählung	Erzählprosa/[Anekdoten und Kurzgeschichten]/Sonderbare Geschichte, die sich, zu meiner Zeit, in Italien	Literatur-Kleist,-Heinrich-von/tg398.txt	not defined	39	1255	1028	58	224	17	57
Kleist, Heinrich von	Romantik	Erzählung	Erzählprosa/[Anekdoten und Kurzgeschichten]/Unwahrscheinliche Wahrhaftigkeiten	Literatur-Kleist,-Heinrich-von/tg405.txt	not defined	60	1387	1100	46	245	22	42
Kleist, Heinrich von	Romantik	Erzählung	Erzählprosa/[Anekdoten und Kurzgeschichten]/Uralte Reichstagsfeierlichkeit, oder Kampf der Blinden mit dem	Literatur-Kleist,-Heinrich-von/tg391.txt	not defined	25	506	423	16	84	17	16
Kleist, Heinrich von	Romantik	Erzählung	Erzählprosa/[Anekdoten und Kurzgeschichten]/Wassermänner und Sirenen	Literatur-Kleist,-Heinrich-von/tg406.txt	not defined	29	724	619	46	118	4	32
Kleist, Heinrich von	Romantik	Erzählung	Erzählprosa/Erzählungen/Das Bettelweib von Locarno	Literatur-Kleist,-Heinrich-von/tg371.txt	not defined	32	1191	961	42	191	19	69
Kleist, Heinrich von	Romantik	Erzählung	Erzählprosa/Erzählungen/Das Erdbeben in Chili	Literatur-Kleist,-Heinrich-von/tg369.txt	not defined	253	6495	5384	278	982	83	257
Kleist, Heinrich von	Romantik	Erzählung	Erzählprosa/Erzählungen/Der Findling	Literatur-Kleist,-Heinrich-von/tg372.txt	not defined	209	7286	5971	271	1092	104	317
Kleist, Heinrich von	Romantik	Erzählung	Erzählprosa/Erzählungen/Der Zweikampf	Literatur-Kleist,-Heinrich-von/tg374.txt	not defined	361	13897	11431	561	2578	233	570
Kleist, Heinrich von	Romantik	Erzählung	Erzählprosa/Erzählungen/Die heilige Cäcilie	Literatur-Kleist,-Heinrich-von/tg373.txt	not defined	130	5141	4249	255	899	90	199
Kleist, Heinrich von	Romantik	Erzählung	Erzählprosa/Erzählungen/Die Marquise von O...	Literatur-Kleist,-Heinrich-von/tg368.txt	not defined	840	18119	14717	541	2628	254	611
Kleist, Heinrich von	Romantik	Erzählung	Erzählprosa/Erzählungen/Die Verlobung in St. Domingo	Literatur-Kleist,-Heinrich-von/tg370.txt	not defined	551	16059	13069	506	2571	309	605
Kleist, Heinrich von	Romantik	Erzählung	Erzählprosa/Erzählungen/Michael Kohlhaas	Literatur-Kleist,-Heinrich-von/tg367.txt	not defined	1223	41863	34074	1382	6777	711	1714
Klingemann, August	Romantik	Roman	Roman/Die Nachtwachen des Bonaventura	Literatur-Klingemann,-August/tg57.txt	Romantik_Kern	1688	44863	38678	2214	6948	698	1500
Liebeskind, Margareta Sophia	Romantik	prose	Roman/Maria	Literatur-Liebeskind,-Margareta-Sophia/tg4.txt	Romantik_E2	5465	92459	77907	3747	12552	1117	2534
Ludwig, Otto	Realismus	prose	Erzählungen/Die Heiteretei und ihr Widerspiel	Literatur-Ludwig,-Otto/tg64.txt	not defined	6662	103830	83703	2608	12122	909	2305
Ludwig, Otto	Realismus	prose	Erzählungen/Zwischen Himmel und Erde	Literatur-Ludwig,-Otto/tg63.txt	not defined	5239	83795	70923	2999	12051	991	2524
Mereau, Sophie	Romantik	Roman	Romane/Amanda und Eduard	Literatur-Mereau,-Sophie/tg7.txt	Romantik_Kern	2712	60680	50312	3138	8527	737	1685
Mereau, Sophie	Romantik	Roman	Romane/Das Blüthenalter der Empfindung	Literatur-Mereau,-Sophie/tg4.txt	Romantik_E1	982	18596	15869	1272	3096	261	593
Meyer, Conrad Ferdinand	Realismus	prose	Erzählungen/Angela Borgia	Literatur-Meyer,-Conrad-Ferdinand/tg421.txt	not defined	2331	43806	36731	2407	7179	601	1492
Meyer, Conrad Ferdinand	Realismus	prose	Erzählungen/Das Amulett	Literatur-Meyer,-Conrad-Ferdinand/tg330.txt	not defined	1157	22564	18817	1110	3535	334	812
Meyer, Conrad Ferdinand	Realismus	prose	Erzählungen/Das Leiden eines Knaben	Literatur-Meyer,-Conrad-Ferdinand/tg406.txt	not defined	1103	20533	17293	1028	3390	266	557
Meyer, Conrad Ferdinand	Realismus	prose	Erzählungen/Der Heilige	Literatur-Meyer,-Conrad-Ferdinand/tg386.txt	not defined	2151	47695	41500	2685	8758	686	1776
Meyer, Conrad Ferdinand	Realismus	prose	Erzählungen/Der Schuß von der Kanzel	Literatur-Meyer,-Conrad-Ferdinand/tg374.txt	not defined	1034	17176	14195	1019	2946	235	542
Meyer, Conrad Ferdinand	Realismus	prose	Erzählungen/Die Hochzeit des Mönchs	Literatur-Meyer,-Conrad-Ferdinand/tg407.txt	not defined	2013	33470	27559	1802	5668	426	1045
Meyer, Conrad Ferdinand	Realismus	prose	Erzählungen/Die Richterin	Literatur-Meyer,-Conrad-Ferdinand/tg408.txt	not defined	2059	27884	22423	1064	4439	366	813
Meyer, Conrad Ferdinand	Realismus	prose	Erzählungen/Die Versuchung des Pescara	Literatur-Meyer,-Conrad-Ferdinand/tg414.txt	not defined	2843	45673	37490	2320	7054	502	1308
Meyer, Conrad Ferdinand	Realismus	prose	Erzählungen/Gustav Adolfs Page	Literatur-Meyer,-Conrad-Ferdinand/tg400.txt	not defined	911	16776	14069	1050	3022	218	530
Meyer, Conrad Ferdinand	Realismus	prose	Erzählungen/Jürg Jenatsch	Literatur-Meyer,-Conrad-Ferdinand/tg341.txt	not defined	3956	83806	71945	5894	14897	1191	3088
Meyer, Conrad Ferdinand	Realismus	prose	Erzählungen/Plautus im Nonnenkloster	Literatur-Meyer,-Conrad-Ferdinand/tg434.txt	not defined	460	10650	9143	754	1898	137	339
Mörike, Eduard	not defined	Roman	Maler Nolten	droro_e2/Moerike_Eduard_Maler_Nolten.txt	Romantik_E2	7109	155016	131897	8395	23835	2027	4750
Moritz, Karl Philipp	Klassik	prose	Romane/Andreas Hartknopf. Eine Allegorie	Literatur-Moritz,-Karl-Philipp/tg9.txt	Romantik_E2	768	29076	24909	1269	4794	376	887
Moritz, Karl Philipp	Klassik	prose	Romane/Andreas Hartknopfs Predigerjahre	Literatur-Moritz,-Karl-Philipp/tg21.txt	Romantik_E2	772	18349	15485	889	3271	265	653
Moritz, Karl Philipp	Klassik	prose	Romane/Anton Reiser	Literatur-Moritz,-Karl-Philipp/tg4.txt	Romantik_E2	4322	150005	131485	6584	23527	2059	5424
Mundt, Theodor	Romantik	prose	Roman/Madonna. Unterhaltungen mit einer Heiligen	Literatur-Mundt,-Theodor/tg4.txt	Romantik_E2	3283	77521	66622	4763	12470	1098	2574
Naubert, Benedikte	not defined	Roman	Alf von Dülmen	droro_e1/Naubert_Benedikte_Alf_von_Duelmen.txt	Romantik_E1	4570	119029	101048	4541	17345	1627	3559
Naubert, Benedikte	not defined	Roman	Conrad und Siegfried von Feuchtwangen. Teil I.	droro_e1/Naubert_Benedikte_Conrad_und_Siegfried.txt	Romantik_E1	2929	67987	57261	3063	10764	903	2280
Naubert, Benedikte	not defined	Roman	Die Amtmannin von Hohenweiler	droro_e2/Naubert_Benedikte_Die_Amtmannin_von_Hohenweiler.txt	Romantik_E2	4888	134484	114770	5607	19115	1827	4104
Naubert, Benedikte	not defined	Roman	Herrmann von Unna	droro_e2/Naubert_Benedikte_Herrmann_von_Unna.txt	Romantik_E2	6294	154987	131811	6132	22977	1998	5040
Novalis	Romantik	Roman	Romane/Die Lehrlinge zu Sais	Literatur-Novalis/tg28.txt	Romantik_Kern	450	12402	10748	936	2310	166	341
Novalis	Romantik	Roman	Romane/Heinrich von Ofterdingen	Literatur-Novalis/tg31.txt	Romantik_Kern	3071	56312	48799	3830	9972	751	1934
Raabe, Wilhelm	Realismus	prose	Erzählungen/Das Odfeld	Literatur-Raabe,-Wilhelm/tg256.txt	not defined	3525	71075	60119	3419	12319	782	2319
Raabe, Wilhelm	Realismus	prose	Erzählungen/Die Gänse von Bützow	Literatur-Raabe,-Wilhelm/tg229.txt	not defined	1254	27486	23293	1509	5068	355	886
Raabe, Wilhelm	Realismus	prose	Erzählungen/Die schwarze Galeere	Literatur-Raabe,-Wilhelm/tg221.txt	not defined	1112	18870	15527	927	3262	244	576
Raabe, Wilhelm	Realismus	prose	Erzählungen/Else von der Tanne	Literatur-Raabe,-Wilhelm/tg228.txt	not defined	602	13583	11792	669	2546	201	546
Raabe, Wilhelm	Realismus	prose	Erzählungen/Frau Salome	Literatur-Raabe,-Wilhelm/tg243.txt	not defined	1746	34340	29011	1472	5462	441	1100
Raabe, Wilhelm	Realismus	prose	Erzählungen/Hastenbeck	Literatur-Raabe,-Wilhelm/tg283.txt	not defined	2797	68622	58745	3111	12612	845	2353
Raabe, Wilhelm	Realismus	prose	Romane/Abu Telfan oder Die Heimkehr vom Mondgebirge	Literatur-Raabe,-Wilhelm/tg81.txt	not defined	5733	136077	116723	6629	22422	1753	4588
Raabe, Wilhelm	Realismus	prose	Romane/Alte Nester	Literatur-Raabe,-Wilhelm/tg157.txt	not defined	4670	97580	83087	4243	13855	1174	3054
Raabe, Wilhelm	Realismus	prose	Romane/Der Hungerpastor	Literatur-Raabe,-Wilhelm/tg43.txt	not defined	7698	166063	142798	8354	27744	2421	5513
Raabe, Wilhelm	Realismus	prose	Romane/Der Schüdderump	Literatur-Raabe,-Wilhelm/tg119.txt	not defined	5880	135376	116357	6746	20731	1687	4559
Raabe, Wilhelm	Realismus	prose	Romane/Die Akten des Vogelsangs	Literatur-Raabe,-Wilhelm/tg219.txt	not defined	3110	72106	61233	3383	11078	820	2335
Raabe, Wilhelm	Realismus	prose	Romane/Die Chronik der Sperlingsgasse	Literatur-Raabe,-Wilhelm/tg4.txt	not defined	3129	58327	48048	3143	9604	735	1606
Raabe, Wilhelm	Realismus	prose	Romane/Die Leute aus dem Walde, ihre Sterne, Wege und Schicksale	Literatur-Raabe,-Wilhelm/tg5.txt	not defined	8082	148270	125609	8028	25588	2020	4846
Raabe, Wilhelm	Realismus	prose	Romane/Im alten Eisen	Literatur-Raabe,-Wilhelm/tg195.txt	not defined	3002	64255	54405	3143	10097	773	2060
Raabe, Wilhelm	Realismus	prose	Romane/Stopfkuchen. Eine See- und Mordgeschichte	Literatur-Raabe,-Wilhelm/tg218.txt	not defined	3464	74964	63327	3408	10846	909	2231
Saar, Ferdinand von	Realismus	prose	Erzählungen/Novellen aus Österreich/1. Teil/Das Haus Reichegg	Literatur-Saar,-Ferdinand-von/tg203.txt	not defined	350	6811	5756	438	1033	96	246
Saar, Ferdinand von	Realismus	prose	Erzählungen/Novellen aus Österreich/1. Teil/Die Geigerin	Literatur-Saar,-Ferdinand-von/tg202.txt	not defined	731	14300	12213	648	1918	172	481
Saar, Ferdinand von	Realismus	prose	Erzählungen/Novellen aus Österreich/1. Teil/Die Steinklopfer	Literatur-Saar,-Ferdinand-von/tg197.txt	not defined	914	14695	12054	620	1930	184	464
Saar, Ferdinand von	Realismus	prose	Erzählungen/Novellen aus Österreich/1. Teil/Innocens	Literatur-Saar,-Ferdinand-von/tg195.txt	not defined	936	18334	15749	1024	2793	275	694
Saar, Ferdinand von	Realismus	prose	Erzählungen/Novellen aus Österreich/1. Teil/Marianne	Literatur-Saar,-Ferdinand-von/tg196.txt	not defined	664	11650	9847	617	1648	161	448
Saar, Ferdinand von	Realismus	prose	Erzählungen/Novellen aus Österreich/2. Teil/Der »Exzellenzherr«	Literatur-Saar,-Ferdinand-von/tg208.txt	not defined	488	10566	9131	616	1484	126	393
Saar, Ferdinand von	Realismus	prose	Erzählungen/Novellen aus Österreich/2. Teil/Tambi	Literatur-Saar,-Ferdinand-von/tg209.txt	not defined	756	12301	10198	501	1520	137	427
Saar, Ferdinand von	Realismus	prose	Erzählungen/Novellen aus Österreich/2. Teil/Vae victis!	Literatur-Saar,-Ferdinand-von/tg207.txt	not defined	410	9763	8362	604	1445	137	397
Saar, Ferdinand von	Realismus	prose	Erzählungen/Novellen aus Österreich/3. Teil/Die Troglodytin	Literatur-Saar,-Ferdinand-von/tg230.txt	not defined	721	13254	11461	669	1905	157	502
Saar, Ferdinand von	Realismus	prose	Erzählungen/Novellen aus Österreich/3. Teil/Geschichte eines Wienerkindes	Literatur-Saar,-Ferdinand-von/tg244.txt	not defined	1225	20551	16908	1039	2673	212	721
Saar, Ferdinand von	Realismus	prose	Erzählungen/Novellen aus Österreich/3. Teil/Ginevra	Literatur-Saar,-Ferdinand-von/tg236.txt	not defined	796	14682	12624	701	1986	175	524
Saar, Ferdinand von	Realismus	prose	Erzählungen/Novellen aus Österreich/3. Teil/Leutnant Burda	Literatur-Saar,-Ferdinand-von/tg215.txt	not defined	1235	22385	18497	1029	3021	263	767
Saar, Ferdinand von	Realismus	prose	Erzählungen/Novellen aus Österreich/3. Teil/Schloß Kostenitz	Literatur-Saar,-Ferdinand-von/tg254.txt	not defined	1366	23606	19644	1223	3424	335	839
Saar, Ferdinand von	Realismus	prose	Erzählungen/Novellen aus Österreich/3. Teil/Seligmann Hirsch	Literatur-Saar,-Ferdinand-von/tg225.txt	not defined	960	12357	10007	452	1493	127	358
Saar, Ferdinand von	Realismus	prose	Erzählungen/Novellen aus Österreich/4. Teil/Conte Gasparo	Literatur-Saar,-Ferdinand-von/tg294.txt	not defined	603	9752	8024	478	1152	132	329
Saar, Ferdinand von	Realismus	prose	Erzählungen/Novellen aus Österreich/4. Teil/Doktor Trojan	Literatur-Saar,-Ferdinand-von/tg291.txt	not defined	630	10760	9038	504	1515	139	389
Saar, Ferdinand von	Realismus	prose	Erzählungen/Novellen aus Österreich/4. Teil/Herr Fridolin und sein Glück	Literatur-Saar,-Ferdinand-von/tg266.txt	not defined	960	17012	14404	656	2180	201	530
Saar, Ferdinand von	Realismus	prose	Erzählungen/Novellen aus Österreich/4. Teil/Ninon	Literatur-Saar,-Ferdinand-von/tg275.txt	not defined	866	13694	11285	755	1738	166	395
Saar, Ferdinand von	Realismus	prose	Erzählungen/Novellen aus Österreich/4. Teil/Requiem der Liebe	Literatur-Saar,-Ferdinand-von/tg281.txt	not defined	1385	19647	16161	879	2456	223	690
Saar, Ferdinand von	Realismus	prose	Erzählungen/Novellen aus Österreich/4. Teil/Sündenfall	Literatur-Saar,-Ferdinand-von/tg298.txt	not defined	740	11847	10079	629	1565	163	420
Saar, Ferdinand von	Realismus	prose	Erzählungen/Novellen aus Österreich/5. Teil/Außer Dienst	Literatur-Saar,-Ferdinand-von/tg322.txt	not defined	277	3860	3156	143	462	43	116
Saar, Ferdinand von	Realismus	prose	Erzählungen/Novellen aus Österreich/5. Teil/Der Brauer von Habrovan	Literatur-Saar,-Ferdinand-von/tg318.txt	not defined	410	6719	5766	328	994	80	222
Saar, Ferdinand von	Realismus	prose	Erzählungen/Novellen aus Österreich/5. Teil/Der Burggraf	Literatur-Saar,-Ferdinand-von/tg313.txt	not defined	527	6252	4988	237	761	72	208
Saar, Ferdinand von	Realismus	prose	Erzählungen/Novellen aus Österreich/5. Teil/Der Hellene	Literatur-Saar,-Ferdinand-von/tg328.txt	not defined	310	4584	3806	249	646	48	158
Saar, Ferdinand von	Realismus	prose	Erzählungen/Novellen aus Österreich/5. Teil/Die Brüder	Literatur-Saar,-Ferdinand-von/tg300.txt	not defined	549	8868	7571	362	1202	105	312
Saar, Ferdinand von	Realismus	prose	Erzählungen/Novellen aus Österreich/5. Teil/Die Heirat des Herrn Stäudl	Literatur-Saar,-Ferdinand-von/tg323.txt	not defined	508	7156	6037	212	861	100	204
Saar, Ferdinand von	Realismus	prose	Erzählungen/Novellen aus Österreich/5. Teil/Die Parzen	Literatur-Saar,-Ferdinand-von/tg309.txt	not defined	439	6447	5315	313	860	80	210
Saar, Ferdinand von	Realismus	prose	Erzählungen/Novellen aus Österreich/5. Teil/Dissonanzen	Literatur-Saar,-Ferdinand-von/tg332.txt	not defined	228	4414	3745	278	702	66	152
Saar, Ferdinand von	Realismus	prose	Erzählungen/Novellen aus Österreich/6. Teil/Die Familie Worel	Literatur-Saar,-Ferdinand-von/tg334.txt	not defined	430	7062	6053	330	1018	78	220
Saar, Ferdinand von	Realismus	prose	Erzählungen/Novellen aus Österreich/6. Teil/Die Pfründner	Literatur-Saar,-Ferdinand-von/tg348.txt	not defined	1030	15095	12418	678	1820	171	431
Saar, Ferdinand von	Realismus	prose	Erzählungen/Novellen aus Österreich/6. Teil/Hymen	Literatur-Saar,-Ferdinand-von/tg342.txt	not defined	673	9705	8049	399	1161	115	282
Saar, Ferdinand von	Realismus	prose	Erzählungen/Novellen aus Österreich/6. Teil/Sappho	Literatur-Saar,-Ferdinand-von/tg339.txt	not defined	566	9064	7710	432	1126	112	300
Saar, Ferdinand von	Realismus	prose	Erzählungen/Tragik des Lebens/Die Familie Worel	Literatur-Saar,-Ferdinand-von/tg356.txt	not defined	429	7061	6053	330	1017	78	221
Saar, Ferdinand von	Realismus	prose	Erzählungen/Tragik des Lebens/Die Pfründner	Literatur-Saar,-Ferdinand-von/tg371.txt	not defined	1029	15133	12442	679	1824	170	435
Saar, Ferdinand von	Realismus	prose	Erzählungen/Tragik des Lebens/Hymen	Literatur-Saar,-Ferdinand-von/tg364.txt	not defined	690	10138	8419	432	1234	129	298
Saar, Ferdinand von	Realismus	prose	Erzählungen/Tragik des Lebens/Sappho	Literatur-Saar,-Ferdinand-von/tg361.txt	not defined	553	8990	7712	435	1129	113	300
Schiller, Friedrich	Klassik	Erzählung	Erzählungen/[Das philosophische Gespräch aus dem Geisterseher]	Literatur-Schiller,-Friedrich/tg1489.txt	not defined	401	8580	7301	458	1373	103	199
Schiller, Friedrich	Klassik	Erzählung	Erzählungen/Der Geisterseher	Literatur-Schiller,-Friedrich/tg1486.txt	Romantik_E2	2472	45773	38115	1854	6807	563	1424
Schiller, Friedrich	Klassik	Erzählung	Erzählungen/Der Verbrecher aus verlorener Ehre	Literatur-Schiller,-Friedrich/tg1485.txt	not defined	476	8858	7552	353	1474	136	247
Schiller, Friedrich	Klassik	Erzählung	Erzählungen/Merkwürdiges Beispiel einer weiblichen Rache	Literatur-Schiller,-Friedrich/tg1490.txt	not defined	825	15034	12219	423	1985	167	351
Schilling, Friedrich Gustav	not defined	Roman	Die Denkwürdigkeiten des Herrn v. H.	droro_e2/Schilling_Friedrich_Gustav_Die_Denkwuerdigkeiten_des_Herrn_v.txt	Romantik_E2	3724	56073	46197	2451	7964	859	1395
Schlegel, Dorothea	Romantik	Roman	Roman/Florentin	Literatur-Schlegel,-Dorothea/tg4.txt	Romantik_Kern	3401	68287	56784	2814	8920	777	2133
Schlegel, Friedrich	Romantik	Roman	Roman/Lucinde	Literatur-Schlegel,-Friedrich/tg307.txt	Romantik_Kern	1606	34071	29898	2116	5148	383	904
Schopenhauer, Johanna	not defined	Roman	Die Tante	droro_e1/Schopenhauer_Johanna_Die_Tante.txt	Romantik_E1	4901	142471	122549	8283	20714	1731	4927
Schopenhauer, Johanna	not defined	Roman	Gabriele	droro_e1/Schopenhauer_Johanna_Gabriele.txt	Romantik_E1	7027	179392	153608	10263	26485	2114	6663
Schopenhauer, Johanna	not defined	Roman	Leontine und Natalie	droro_e1/Schopenhauer_Johanna_Leontine_und_Natalie.txt	Romantik_E1	1749	47452	39997	2329	6533	529	1728
Schopenhauer, Johanna	not defined	Roman	Richard Wood	droro_e1/Schopenhauer_Johanna_Richard_Wood.txt	Romantik_E1	5747	131188	112297	7598	19186	1586	4584
Spielhagen, Friedrich	Realismus	prose	Romane/Faustulus	Literatur-Spielhagen,-Friedrich/tg221.txt	not defined	5684	83180	68271	3525	11470	1023	2387
Spielhagen, Friedrich	Realismus	prose	Romane/Hammer und Amboß	Literatur-Spielhagen,-Friedrich/tg120.txt	not defined	14232	324305	271099	14267	44351	4166	10063
