author	epoche	genre	title	textPath	label
Goethe, Johann Wolfgang	Klassik	Roman	Romane/Wilhelm Meisters Wanderjahre	Literatur-Goethe,-Johann-Wolfgang-001/tg1489.txt	Romantik_E2
Günderode, Karoline von	Romantik	prose	Prosa/Geschichte eines Braminen	Literatur-Guenderode,-Karoline-von/tg100.txt	not defined
Günderode, Karoline von	Romantik	prose	Prosa/Prosa aus dem Nachlaß/[Allerley Gedanken]	Literatur-Guenderode,-Karoline-von/tg108.txt	not defined
Hahn-Hahn, Ida Gräfin von	not defined	Roman	Gräfin Faustine	droro_e2/Hahn_Hahn_Ida_Graefin_Faustine.txt	Romantik_E2
Hahn-Hahn, Ida Gräfin von	not defined	Roman	Sibylle	droro_e2/Hahn_Hahn_Ida_Sibylle.txt	Romantik_E2
Haller, Albrecht von	Klassik	prose	Roman/Usong	Literatur-Haller,-Albrecht-von/tg52.txt	not defined
Hauff, Wilhelm	Romantik	Erzählung	Erzählungen/Das Bild des Kaisers	Literatur-Hauff,-Wilhelm/tg142.txt	not defined
Hauff, Wilhelm	Romantik	Erzählung	Erzählungen/Die Bettlerin vom Pont des Arts	Literatur-Hauff,-Wilhelm/tg104.txt	not defined
Hauff, Wilhelm	Romantik	Erzählung	Erzählungen/Jud Süss	Literatur-Hauff,-Wilhelm/tg88.txt	not defined
Hauff, Wilhelm	Romantik	Erzählung	Erzählungen/Phantasien im Bremer Ratskeller	Literatur-Hauff,-Wilhelm/tg87.txt	not defined
Hauff, Wilhelm	not defined	Roman	Mann im Mond	droro_e1/Hauff_Wilhelm_Mann_im_Mond.txt	Romantik_E1
Hauff, Wilhelm	Romantik	Märchen	Märchen/Märchen-Almanach auf das Jahr 1826/Die Karawane/Das Märchen vom falschen Prinzen	Literatur-Hauff,-Wilhelm/tg164.txt	not defined
Hauff, Wilhelm	Romantik	Märchen	Märchen/Märchen-Almanach auf das Jahr 1826/Die Karawane/Die Errettung Fatmes	Literatur-Hauff,-Wilhelm/tg162.txt	not defined
Hauff, Wilhelm	Romantik	Märchen	Märchen/Märchen-Almanach auf das Jahr 1826/Die Karawane/Die Geschichte von dem Gespensterschiff	Literatur-Hauff,-Wilhelm/tg160.txt	not defined
Hauff, Wilhelm	Romantik	Märchen	Märchen/Märchen-Almanach auf das Jahr 1826/Die Karawane/Die Geschichte von dem kleinen Muck	Literatur-Hauff,-Wilhelm/tg163.txt	not defined
Hauff, Wilhelm	Romantik	Märchen	Märchen/Märchen-Almanach auf das Jahr 1826/Die Karawane/Die Geschichte von der abgehauenen Hand	Literatur-Hauff,-Wilhelm/tg161.txt	not defined
Hauff, Wilhelm	Romantik	Märchen	Märchen/Märchen-Almanach auf das Jahr 1826/Die Karawane/Die Geschichte von Kalif Storch	Literatur-Hauff,-Wilhelm/tg159.txt	not defined
Hauff, Wilhelm	Romantik	Märchen	Märchen/Märchen-Almanach auf das Jahr 1826/Märchen als Almanach	Literatur-Hauff,-Wilhelm/tg157.txt	not defined
Hauff, Wilhelm	Romantik	Märchen	Märchen/Märchen-Almanach auf das Jahr 1827/Der Scheik von Alessandria und seine Sklaven/Abner, der Jude, der nichts gesehen hat	Literatur-Hauff,-Wilhelm/tg168.txt	not defined
Hauff, Wilhelm	Romantik	Märchen	Märchen/Märchen-Almanach auf das Jahr 1827/Der Scheik von Alessandria und seine Sklaven/Der Affe als Mensch	Literatur-Hauff,-Wilhelm/tg169.txt	not defined
Hauff, Wilhelm	Romantik	Märchen	Märchen/Märchen-Almanach auf das Jahr 1827/Der Scheik von Alessandria und seine Sklaven/Der Zwerg Nase	Literatur-Hauff,-Wilhelm/tg167.txt	not defined
Hauff, Wilhelm	Romantik	Märchen	Märchen/Märchen-Almanach auf das Jahr 1827/Der Scheik von Alessandria und seine Sklaven/Die Geschichte Almansors	Literatur-Hauff,-Wilhelm/tg170.txt	not defined
Hauff, Wilhelm	Romantik	Märchen	Märchen/Märchen-Almanach auf das Jahr 1828/Das Wirtshaus im Spessart/Das kalte Herz. Erste Abteilung	Literatur-Hauff,-Wilhelm/tg174.txt	not defined
Hauff, Wilhelm	Romantik	Märchen	Märchen/Märchen-Almanach auf das Jahr 1828/Das Wirtshaus im Spessart/Das kalte Herz. Zweite Abteilung	Literatur-Hauff,-Wilhelm/tg177.txt	not defined
Hauff, Wilhelm	Romantik	Märchen	Märchen/Märchen-Almanach auf das Jahr 1828/Das Wirtshaus im Spessart/Die Höhle von Steenfoll	Literatur-Hauff,-Wilhelm/tg176.txt	not defined
Hauff, Wilhelm	Romantik	Märchen	Märchen/Märchen-Almanach auf das Jahr 1828/Das Wirtshaus im Spessart/Die Sage vom Hirschgulden	Literatur-Hauff,-Wilhelm/tg173.txt	not defined
Hauff, Wilhelm	Romantik	Märchen	Märchen/Märchen-Almanach auf das Jahr 1828/Das Wirtshaus im Spessart/Saids Schicksale	Literatur-Hauff,-Wilhelm/tg175.txt	not defined
Hauff, Wilhelm	Romantik	Roman	Romane/Lichtenstein	Literatur-Hauff,-Wilhelm/tg4.txt	Romantik_Kern
Hauff, Wilhelm	Romantik	Roman	Romane/Mitteilungen aus den Memoiren des Satan	Literatur-Hauff,-Wilhelm/tg45.txt	Romantik_E1
Heine, Heinrich	not defined	Roman	Aus den Memoiren des Herren von Schnabelewopski	droro_e1/Heine_Heinrich_aus_den_Memoiren.txt	Romantik_E1
Heine, Heinrich	not defined	Roman	Der Rabbi von Bacherach	droro_e1/Heine_Heinrich_Rabbi_von_Bacherach.txt	Romantik_E1
Heyse, Paul	Realismus	prose	Erzählungen/Andrea Delfin	Literatur-Heyse,-Paul/tg565.txt	not defined
Heyse, Paul	Realismus	prose	Erzählungen/L' Arrabbiata	Literatur-Heyse,-Paul/tg564.txt	not defined
Hoffmann, E. T. A.	Romantik	Erzählung	Erzählungen, Märchen und Schriften/Die Serapionsbrüder/Dritter Band/Fünfter Abschnitt/[Nachricht aus dem Leben eines bekannten Mannes]	Literatur-Hoffmann,-E.-T.-A./tg121.txt	not defined
Hoffmann, E. T. A.	Romantik	Erzählung	Erzählungen, Märchen und Schriften/Die Serapionsbrüder/Dritter Band/Fünfter Abschnitt/Der unheimliche Gast	Literatur-Hoffmann,-E.-T.-A./tg129.txt	not defined
Hoffmann, E. T. A.	Romantik	Erzählung	Erzählungen, Märchen und Schriften/Die Serapionsbrüder/Dritter Band/Fünfter Abschnitt/Die Brautwahl	Literatur-Hoffmann,-E.-T.-A./tg122.txt	not defined
Hoffmann, E. T. A.	Romantik	Erzählung	Erzählungen, Märchen und Schriften/Die Serapionsbrüder/Dritter Band/Sechster Abschnitt/[Der Baron von B.]	Literatur-Hoffmann,-E.-T.-A./tg133.txt	not defined
Hoffmann, E. T. A.	Romantik	Erzählung	Erzählungen, Märchen und Schriften/Die Serapionsbrüder/Dritter Band/Sechster Abschnitt/Das Fräulein von Scuderi	Literatur-Hoffmann,-E.-T.-A./tg131.txt	not defined
Hoffmann, E. T. A.	Romantik	Erzählung	Erzählungen, Märchen und Schriften/Die Serapionsbrüder/Dritter Band/Sechster Abschnitt/Spielerglück	Literatur-Hoffmann,-E.-T.-A./tg132.txt	not defined
Hoffmann, E. T. A.	Romantik	Erzählung	Erzählungen, Märchen und Schriften/Die Serapionsbrüder/Erster Band/Erster Abschnitt/[Der Einsiedler Serapion]	Literatur-Hoffmann,-E.-T.-A./tg99.txt	not defined
Hoffmann, E. T. A.	Romantik	Erzählung	Erzählungen, Märchen und Schriften/Die Serapionsbrüder/Erster Band/Erster Abschnitt/[Rat Krespel]	Literatur-Hoffmann,-E.-T.-A./tg100.txt	not defined
Hoffmann, E. T. A.	Romantik	Erzählung	Erzählungen, Märchen und Schriften/Die Serapionsbrüder/Erster Band/Erster Abschnitt/[Serapion und das serapiontische Prinzip]	Literatur-Hoffmann,-E.-T.-A./tg101.txt	not defined
Hoffmann, E. T. A.	Romantik	Erzählung	Erzählungen, Märchen und Schriften/Die Serapionsbrüder/Erster Band/Erster Abschnitt/Der Dichter und der Komponist	Literatur-Hoffmann,-E.-T.-A./tg103.txt	not defined
Hoffmann, E. T. A.	Romantik	Erzählung	Erzählungen, Märchen und Schriften/Die Serapionsbrüder/Erster Band/Erster Abschnitt/Die Fermate	Literatur-Hoffmann,-E.-T.-A./tg102.txt	not defined
Hoffmann, E. T. A.	Romantik	Erzählung	Erzählungen, Märchen und Schriften/Die Serapionsbrüder/Erster Band/Zweiter Abschnitt/Der Artushof	Literatur-Hoffmann,-E.-T.-A./tg106.txt	not defined
Hoffmann, E. T. A.	Romantik	Erzählung	Erzählungen, Märchen und Schriften/Die Serapionsbrüder/Erster Band/Zweiter Abschnitt/Die Bergwerke zu Falun	Literatur-Hoffmann,-E.-T.-A./tg107.txt	not defined
Hoffmann, E. T. A.	Romantik	Erzählung	Erzählungen, Märchen und Schriften/Die Serapionsbrüder/Erster Band/Zweiter Abschnitt/Ein Fragment aus dem Leben dreier Freunde	Literatur-Hoffmann,-E.-T.-A./tg105.txt	not defined
Hoffmann, E. T. A.	Romantik	Erzählung	Erzählungen, Märchen und Schriften/Die Serapionsbrüder/Erster Band/Zweiter Abschnitt/Nußknacker und Mausekönig	Literatur-Hoffmann,-E.-T.-A./tg108.txt	not defined
Hoffmann, E. T. A.	Romantik	Erzählung	Erzählungen, Märchen und Schriften/Die Serapionsbrüder/Vierter Band/Achter Abschnitt/[Die ästhetische Teegesellschaft]	Literatur-Hoffmann,-E.-T.-A./tg142.txt	not defined
Hoffmann, E. T. A.	Romantik	Erzählung	Erzählungen, Märchen und Schriften/Die Serapionsbrüder/Vierter Band/Achter Abschnitt/[Vampirismus]	Literatur-Hoffmann,-E.-T.-A./tg141.txt	not defined
Hoffmann, E. T. A.	Romantik	Erzählung	Erzählungen, Märchen und Schriften/Die Serapionsbrüder/Vierter Band/Achter Abschnitt/Der Zusammenhang der Dinge	Literatur-Hoffmann,-E.-T.-A./tg140.txt	not defined
Hoffmann, E. T. A.	Romantik	Erzählung	Erzählungen, Märchen und Schriften/Die Serapionsbrüder/Vierter Band/Achter Abschnitt/Die Königsbraut	Literatur-Hoffmann,-E.-T.-A./tg143.txt	not defined
Hoffmann, E. T. A.	Romantik	Erzählung	Erzählungen, Märchen und Schriften/Die Serapionsbrüder/Vierter Band/Siebenter Abschnitt/[Zacharias Werner]	Literatur-Hoffmann,-E.-T.-A./tg137.txt	not defined
Hoffmann, E. T. A.	Romantik	Erzählung	Erzählungen, Märchen und Schriften/Die Serapionsbrüder/Vierter Band/Siebenter Abschnitt/Erscheinungen	Literatur-Hoffmann,-E.-T.-A./tg138.txt	not defined
Hoffmann, E. T. A.	Romantik	Erzählung	Erzählungen, Märchen und Schriften/Die Serapionsbrüder/Vierter Band/Siebenter Abschnitt/Signor Formica	Literatur-Hoffmann,-E.-T.-A./tg136.txt	not defined
Hoffmann, E. T. A.	Romantik	Erzählung	Erzählungen, Märchen und Schriften/Die Serapionsbrüder/Zweiter Band/Dritter Abschnitt/[Eine Spukgeschichte]	Literatur-Hoffmann,-E.-T.-A./tg112.txt	not defined
Hoffmann, E. T. A.	Romantik	Erzählung	Erzählungen, Märchen und Schriften/Die Serapionsbrüder/Zweiter Band/Dritter Abschnitt/Der Kampf der Sänger	Literatur-Hoffmann,-E.-T.-A./tg111.txt	not defined
Hoffmann, E. T. A.	Romantik	Erzählung	Erzählungen, Märchen und Schriften/Die Serapionsbrüder/Zweiter Band/Dritter Abschnitt/Die Automate	Literatur-Hoffmann,-E.-T.-A./tg113.txt	not defined
Hoffmann, E. T. A.	Romantik	Erzählung	Erzählungen, Märchen und Schriften/Die Serapionsbrüder/Zweiter Band/Dritter Abschnitt/Doge und Dogaresse	Literatur-Hoffmann,-E.-T.-A./tg114.txt	not defined
Hoffmann, E. T. A.	Romantik	Erzählung	Erzählungen, Märchen und Schriften/Die Serapionsbrüder/Zweiter Band/Vierter Abschnitt/[Alte und neue Kirchenmusik]	Literatur-Hoffmann,-E.-T.-A./tg116.txt	not defined
Hoffmann, E. T. A.	Romantik	Erzählung	Erzählungen, Märchen und Schriften/Die Serapionsbrüder/Zweiter Band/Vierter Abschnitt/Das fremde Kind	Literatur-Hoffmann,-E.-T.-A./tg118.txt	not defined
Hoffmann, E. T. A.	Romantik	Erzählung	Erzählungen, Märchen und Schriften/Die Serapionsbrüder/Zweiter Band/Vierter Abschnitt/Meister Martin der Küfner und seine Gesellen	Literatur-Hoffmann,-E.-T.-A./tg117.txt	not defined
Hoffmann, E. T. A.	Romantik	Erzählung	Erzählungen, Märchen und Schriften/Fantasiestücke in Callots Manier	Literatur-Hoffmann,-E.-T.-A./tg27.txt	not defined
Hoffmann, E. T. A.	Romantik	Erzählung	Erzählungen, Märchen und Schriften/Klein Zaches	Literatur-Hoffmann,-E.-T.-A./tg84.txt	not defined
Hoffmann, E. T. A.	Romantik	Erzählung	Erzählungen, Märchen und Schriften/Letzte Erzählungen/Datura fastuosa	Literatur-Hoffmann,-E.-T.-A./tg196.txt	not defined
Hoffmann, E. T. A.	Romantik	Erzählung	Erzählungen, Märchen und Schriften/Letzte Erzählungen/Der Elementargeist	Literatur-Hoffmann,-E.-T.-A./tg185.txt	not defined
Hoffmann, E. T. A.	Romantik	Erzählung	Erzählungen, Märchen und Schriften/Letzte Erzählungen/Der Feind	Literatur-Hoffmann,-E.-T.-A./tg208.txt	not defined
Hoffmann, E. T. A.	Romantik	Erzählung	Erzählungen, Märchen und Schriften/Letzte Erzählungen/Des Vetters Eckfenster	Literatur-Hoffmann,-E.-T.-A./tg203.txt	not defined
Hoffmann, E. T. A.	Romantik	Erzählung	Erzählungen, Märchen und Schriften/Letzte Erzählungen/Die Doppeltgänger	Literatur-Hoffmann,-E.-T.-A./tg187.txt	not defined
Hoffmann, E. T. A.	Romantik	Erzählung	Erzählungen, Märchen und Schriften/Letzte Erzählungen/Die Geheimnisse	Literatur-Hoffmann,-E.-T.-A./tg178.txt	not defined
Hoffmann, E. T. A.	Romantik	Erzählung	Erzählungen, Märchen und Schriften/Letzte Erzählungen/Die Genesung	Literatur-Hoffmann,-E.-T.-A./tg205.txt	not defined
Hoffmann, E. T. A.	Romantik	Erzählung	Erzählungen, Märchen und Schriften/Letzte Erzählungen/Die Irrungen	Literatur-Hoffmann,-E.-T.-A./tg171.txt	not defined
Hoffmann, E. T. A.	Romantik	Erzählung	Erzählungen, Märchen und Schriften/Letzte Erzählungen/Die Marquise de la Pivardiere	Literatur-Hoffmann,-E.-T.-A./tg170.txt	not defined
Hoffmann, E. T. A.	Romantik	Erzählung	Erzählungen, Märchen und Schriften/Letzte Erzählungen/Die Räuber	Literatur-Hoffmann,-E.-T.-A./tg186.txt	not defined
Hoffmann, E. T. A.	Romantik	Erzählung	Erzählungen, Märchen und Schriften/Letzte Erzählungen/Haimatochare	Literatur-Hoffmann,-E.-T.-A./tg169.txt	not defined
Hoffmann, E. T. A.	Romantik	Erzählung	Erzählungen, Märchen und Schriften/Letzte Erzählungen/Meister Johannes Wacht	Literatur-Hoffmann,-E.-T.-A./tg207.txt	not defined
Hoffmann, E. T. A.	Romantik	Erzählung	Erzählungen, Märchen und Schriften/Letzte Erzählungen/Neueste Schicksale eines abenteuerlichen Mannes	Literatur-Hoffmann,-E.-T.-A./tg206.txt	not defined
Hoffmann, E. T. A.	Romantik	Erzählung	Erzählungen, Märchen und Schriften/Meister Floh	Literatur-Hoffmann,-E.-T.-A./tg160.txt	not defined
Hoffmann, E. T. A.	Romantik	Erzählung	Erzählungen, Märchen und Schriften/Nachtstücke/Erster Teil/Das Sanctus	Literatur-Hoffmann,-E.-T.-A./tg75.txt	not defined
Hoffmann, E. T. A.	Romantik	Erzählung	Erzählungen, Märchen und Schriften/Nachtstücke/Erster Teil/Der Sandmann	Literatur-Hoffmann,-E.-T.-A./tg72.txt	not defined
Hoffmann, E. T. A.	Romantik	Erzählung	Erzählungen, Märchen und Schriften/Nachtstücke/Erster Teil/Die Jesuiterkirche in G.	Literatur-Hoffmann,-E.-T.-A./tg74.txt	not defined
Hoffmann, E. T. A.	Romantik	Erzählung	Erzählungen, Märchen und Schriften/Nachtstücke/Erster Teil/Ignaz Denner	Literatur-Hoffmann,-E.-T.-A./tg73.txt	not defined
Hoffmann, E. T. A.	Romantik	Erzählung	Erzählungen, Märchen und Schriften/Nachtstücke/Zweiter Teil/Das Gelübde	Literatur-Hoffmann,-E.-T.-A./tg79.txt	not defined
Hoffmann, E. T. A.	Romantik	Erzählung	Erzählungen, Märchen und Schriften/Nachtstücke/Zweiter Teil/Das Majorat	Literatur-Hoffmann,-E.-T.-A./tg78.txt	not defined
Hoffmann, E. T. A.	Romantik	Erzählung	Erzählungen, Märchen und Schriften/Nachtstücke/Zweiter Teil/Das öde Haus	Literatur-Hoffmann,-E.-T.-A./tg77.txt	not defined
Hoffmann, E. T. A.	Romantik	Erzählung	Erzählungen, Märchen und Schriften/Nachtstücke/Zweiter Teil/Das steinerne Herz	Literatur-Hoffmann,-E.-T.-A./tg80.txt	not defined
Hoffmann, E. T. A.	Romantik	Erzählung	Erzählungen, Märchen und Schriften/Prinzessin Brambilla	Literatur-Hoffmann,-E.-T.-A./tg150.txt	not defined
Hoffmann, E. T. A.	Romantik	Erzählung	Erzählungen, Märchen und Schriften/Seltsame Leiden eines Theaterdirektors	Literatur-Hoffmann,-E.-T.-A./tg81.txt	not defined
Hoffmann, E. T. A.	Romantik	Roman	Romane/Die Elixiere des Teufels	Literatur-Hoffmann,-E.-T.-A./tg4.txt	Romantik_Kern
Hoffmann, E. T. A.	Romantik	Roman	Romane/Lebensansichten des Katers Murr	Literatur-Hoffmann,-E.-T.-A./tg15.txt	Romantik_Kern
Hölderlin, Friedrich	Romantik	Roman	Roman/Fragment von Hyperion	Literatur-Hoelderlin,-Friedrich/tg323.txt	Romantik_Kern
Hölderlin, Friedrich	Romantik	Roman	Roman/Hyperion oder der Eremit in Griechenland	Literatur-Hoelderlin,-Friedrich/tg331.txt	Romantik_Kern
Hölderlin, Friedrich	Romantik	Roman	Roman/Hyperions Jugend	Literatur-Hoelderlin,-Friedrich/tg324.txt	Romantik_Kern
Huber, Therese	not defined	Roman	Die Familie Seldorf	droro_e1/Huber_Therese_Die_Familie_Seldorf.txt	Romantik_E1
Huber, Therese	not defined	Roman	Ellen Percy	droro_e1/Huber_Therese_Ellen_Percy.txt	Romantik_E1
Huber, Therese	not defined	Roman	Luise	droro_e1/Huber_Therese_Luise.txt	Romantik_E1
Jacobi, Friedrich Heinrich	not defined	Roman	Aus Eduard Allwills Papieren	droro_e2/Jacobi_Friedrich_Heinrich_Aus_Eduard_Allwills_Papieren.txt	Romantik_E2
Jacobi, Friedrich Heinrich	not defined	Roman	Woldemar	droro_e2/Jacobi_Friedrich_Heinrich_Woldemar.txt	Romantik_E2
Jean Paul	not defined	Roman	Der Komet	droro_e1/Paul_Jean_Komet.txt	Romantik_E1
Jean Paul	Romantik	Roman	Romane und Erzählungen/Blumen-, Frucht- und Dornenstücke	Literatur-Jean-Paul/tg160.txt	Romantik_Kern
Jean Paul	Romantik	Roman	Romane und Erzählungen/Des Feldpredigers Schmelzle Reise nach Flätz	Literatur-Jean-Paul/tg472.txt	Romantik_E1
Jean Paul	Romantik	Roman	Romane und Erzählungen/Des Luftschiffers Giannozzo Seebuch	Literatur-Jean-Paul/tg387.txt	Romantik_E1
Jean Paul	Romantik	Roman	Romane und Erzählungen/Die unsichtbare Loge	Literatur-Jean-Paul/tg4.txt	Romantik_E1
Jean Paul	Romantik	Erzählung	Romane und Erzählungen/Die wunderbare Gesellschaft in der Neujahrsnacht	Literatur-Jean-Paul/tg402.txt	not defined
Jean Paul	Romantik	Roman	Romane und Erzählungen/Dr. Katzenbergers Badereise	Literatur-Jean-Paul/tg483.txt	Romantik_E1
Jean Paul	Romantik	Roman	Romane und Erzählungen/Flegeljahre	Literatur-Jean-Paul/tg403.txt	Romantik_Kern
Jean Paul	Romantik	Roman	Romane und Erzählungen/Hesperus oder 45 Hundsposttage	Literatur-Jean-Paul/tg68.txt	Romantik_Kern
Jean Paul	Romantik	Roman	Romane und Erzählungen/Leben des Quintus Fixlein	Literatur-Jean-Paul/tg132.txt	Romantik_E1
Jean Paul	Romantik	Roman	Romane und Erzählungen/Titan	Literatur-Jean-Paul/tg199.txt	Romantik_E1
Jean Paul	not defined	Roman	Selina oder über die Unsterblichkeit der Seele	droro_e1/Paul_Jean_Selina.txt	Romantik_E1
Jensen, Wilhelm	Realismus	prose	Erzählung/Gradiva	Literatur-Jensen,-Wilhelm/tg4.txt	not defined
Keller, Gottfried	Realismus	prose	Erzählungen/Das Sinngedicht	Literatur-Keller,-Gottfried/tg830.txt	not defined
Keller, Gottfried	Realismus	prose	Erzählungen/Die Leute von Seldwyla/Erster Band/Die drei gerechten Kammacher	Literatur-Keller,-Gottfried/tg805.txt	not defined
Keller, Gottfried	Realismus	prose	Erzählungen/Die Leute von Seldwyla/Erster Band/Frau Regel Amrain und ihr Jüngster	Literatur-Keller,-Gottfried/tg804.txt	not defined
Keller, Gottfried	Realismus	prose	Erzählungen/Die Leute von Seldwyla/Erster Band/Pankraz, der Schmoller	Literatur-Keller,-Gottfried/tg802.txt	not defined
Keller, Gottfried	Realismus	prose	Erzählungen/Die Leute von Seldwyla/Erster Band/Romeo und Julia auf dem Dorfe	Literatur-Keller,-Gottfried/tg803.txt	not defined
Keller, Gottfried	Realismus	prose	Erzählungen/Die Leute von Seldwyla/Erster Band/Spiegel, das Kätzchen. Ein Märchen	Literatur-Keller,-Gottfried/tg806.txt	not defined
Keller, Gottfried	Realismus	prose	Erzählungen/Die Leute von Seldwyla/Zweiter Band/Das verlorne Lachen	Literatur-Keller,-Gottfried/tg812.txt	not defined
Keller, Gottfried	Realismus	prose	Erzählungen/Die Leute von Seldwyla/Zweiter Band/Der Schmied seines Glückes	Literatur-Keller,-Gottfried/tg809.txt	not defined
Keller, Gottfried	Realismus	prose	Erzählungen/Die Leute von Seldwyla/Zweiter Band/Die mißbrauchten Liebesbriefe	Literatur-Keller,-Gottfried/tg810.txt	not defined
Keller, Gottfried	Realismus	prose	Erzählungen/Die Leute von Seldwyla/Zweiter Band/Dietegen	Literatur-Keller,-Gottfried/tg811.txt	not defined
Keller, Gottfried	Realismus	prose	Erzählungen/Die Leute von Seldwyla/Zweiter Band/Kleider machen Leute	Literatur-Keller,-Gottfried/tg808.txt	not defined
Keller, Gottfried	Realismus	prose	Erzählungen/Züricher Novellen/Erster Band/Der Landvogt von Greifensee	Literatur-Keller,-Gottfried/tg821.txt	not defined
Keller, Gottfried	Realismus	prose	Erzählungen/Züricher Novellen/Erster Band/Der Narr auf Manegg	Literatur-Keller,-Gottfried/tg820.txt	not defined
Keller, Gottfried	Realismus	prose	Erzählungen/Züricher Novellen/Erster Band/Hadlaub	Literatur-Keller,-Gottfried/tg819.txt	not defined
Keller, Gottfried	Realismus	prose	Erzählungen/Züricher Novellen/Zweiter Band/Das Fähnlein der sieben Aufrechten	Literatur-Keller,-Gottfried/tg823.txt	not defined
Keller, Gottfried	Realismus	prose	Erzählungen/Züricher Novellen/Zweiter Band/Ursula	Literatur-Keller,-Gottfried/tg824.txt	not defined
Keller, Gottfried	Realismus	prose	Romane/Der grüne Heinrich [Erste Fassung]	Literatur-Keller,-Gottfried/tg658.txt	not defined
Keller, Gottfried	Realismus	prose	Romane/Der grüne Heinrich [Zweite Fassung]	Literatur-Keller,-Gottfried/tg702.txt	not defined
Keller, Gottfried	Realismus	prose	Romane/Martin Salander	Literatur-Keller,-Gottfried/tg777.txt	not defined
Kerner, Justinus	Romantik	Erzählung	Erzählung/Die Heimatlosen	Literatur-Kerner,-Justinus/tg516.txt	not defined
Kerner, Justinus	not defined	Roman	Reiseschatten	droro_e1/Kerner_Justinus_Reiseschatten.txt	Romantik_E1
Kleist, Heinrich von	Romantik	Erzählung	Erzählprosa/[Anekdoten und Kurzgeschichten]/Anekdote aus dem letzten preußischen Kriege	Literatur-Kleist,-Heinrich-von/tg380.txt	not defined
Kleist, Heinrich von	Romantik	Erzählung	Erzählprosa/[Anekdoten und Kurzgeschichten]/Der Neuere (glücklichere) Werther	Literatur-Kleist,-Heinrich-von/tg400.txt	not defined
Kleist, Heinrich von	Romantik	Erzählung	Erzählprosa/[Anekdoten und Kurzgeschichten]/Geistererscheinung	Literatur-Kleist,-Heinrich-von/tg409.txt	not defined
Kleist, Heinrich von	Romantik	Erzählung	Erzählprosa/[Anekdoten und Kurzgeschichten]/Geschichte eines merkwürdigen Zweikampfs	Literatur-Kleist,-Heinrich-von/tg408.txt	not defined
Kleist, Heinrich von	Romantik	Erzählung	Erzählprosa/[Anekdoten und Kurzgeschichten]/Sonderbare Geschichte, die sich, zu meiner Zeit, in Italien	Literatur-Kleist,-Heinrich-von/tg398.txt	not defined
Kleist, Heinrich von	Romantik	Erzählung	Erzählprosa/[Anekdoten und Kurzgeschichten]/Unwahrscheinliche Wahrhaftigkeiten	Literatur-Kleist,-Heinrich-von/tg405.txt	not defined
Kleist, Heinrich von	Romantik	Erzählung	Erzählprosa/[Anekdoten und Kurzgeschichten]/Uralte Reichstagsfeierlichkeit, oder Kampf der Blinden mit dem	Literatur-Kleist,-Heinrich-von/tg391.txt	not defined
Kleist, Heinrich von	Romantik	Erzählung	Erzählprosa/[Anekdoten und Kurzgeschichten]/Wassermänner und Sirenen	Literatur-Kleist,-Heinrich-von/tg406.txt	not defined
Kleist, Heinrich von	Romantik	Erzählung	Erzählprosa/Erzählungen/Das Bettelweib von Locarno	Literatur-Kleist,-Heinrich-von/tg371.txt	not defined
Kleist, Heinrich von	Romantik	Erzählung	Erzählprosa/Erzählungen/Das Erdbeben in Chili	Literatur-Kleist,-Heinrich-von/tg369.txt	not defined
Kleist, Heinrich von	Romantik	Erzählung	Erzählprosa/Erzählungen/Der Findling	Literatur-Kleist,-Heinrich-von/tg372.txt	not defined
Kleist, Heinrich von	Romantik	Erzählung	Erzählprosa/Erzählungen/Der Zweikampf	Literatur-Kleist,-Heinrich-von/tg374.txt	not defined
Kleist, Heinrich von	Romantik	Erzählung	Erzählprosa/Erzählungen/Die heilige Cäcilie	Literatur-Kleist,-Heinrich-von/tg373.txt	not defined
Kleist, Heinrich von	Romantik	Erzählung	Erzählprosa/Erzählungen/Die Marquise von O...	Literatur-Kleist,-Heinrich-von/tg368.txt	not defined
Kleist, Heinrich von	Romantik	Erzählung	Erzählprosa/Erzählungen/Die Verlobung in St. Domingo	Literatur-Kleist,-Heinrich-von/tg370.txt	not defined
Kleist, Heinrich von	Romantik	Erzählung	Erzählprosa/Erzählungen/Michael Kohlhaas	Literatur-Kleist,-Heinrich-von/tg367.txt	not defined
Klingemann, August	Romantik	Roman	Roman/Die Nachtwachen des Bonaventura	Literatur-Klingemann,-August/tg57.txt	Romantik_Kern
Liebeskind, Margareta Sophia	Romantik	prose	Roman/Maria	Literatur-Liebeskind,-Margareta-Sophia/tg4.txt	Romantik_E2
Ludwig, Otto	Realismus	prose	Erzählungen/Die Heiteretei und ihr Widerspiel	Literatur-Ludwig,-Otto/tg64.txt	not defined
Ludwig, Otto	Realismus	prose	Erzählungen/Zwischen Himmel und Erde	Literatur-Ludwig,-Otto/tg63.txt	not defined
Mereau, Sophie	Romantik	Roman	Romane/Amanda und Eduard	Literatur-Mereau,-Sophie/tg7.txt	Romantik_Kern
Mereau, Sophie	Romantik	Roman	Romane/Das Blüthenalter der Empfindung	Literatur-Mereau,-Sophie/tg4.txt	Romantik_E1
Meyer, Conrad Ferdinand	Realismus	prose	Erzählungen/Angela Borgia	Literatur-Meyer,-Conrad-Ferdinand/tg421.txt	not defined
Meyer, Conrad Ferdinand	Realismus	prose	Erzählungen/Das Amulett	Literatur-Meyer,-Conrad-Ferdinand/tg330.txt	not defined
